MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019188|1620|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091808-001     |    7,946.000 |08/11/2023|ChipThickFilmResistor,0.0625W,220ohm"   |272J|Reschedule out (08/31/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1630|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091813-001     |   14,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,1500ohm|272J|Reschedule out (08/14/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1640|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091814-001     |    2,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,1910ohm|272J|Reschedule out (08/31/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1650|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091815-001     |      384.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,2740ohm|272J|Reschedule out (08/28/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1660|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091817-001     |    1,558.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,3320ohm|272J|Reschedule out (08/31/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1670|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091818-001     |    1,400.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,150000o|272J|Reschedule out (08/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1680|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091819-001     |    4,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,5760ohm|272J|Reschedule out (08/30/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1690|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091823-001     |      894.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,240000o|272J|Reschedule out (08/30/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1700|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091826-001     |   15,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,61900oh|272J|Reschedule out (08/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0001K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1710|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091831-001     |    2,000.000 |08/11/2023|ChipThickFilmResistor,0.0625W,680000"   |272J|Reschedule out (08/17/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1720|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091833-001     |      234.000 |08/11/2023|Chip Thick Film Resistor,0.1W,2ohm,+/-1%|272J|                         |                       |USD  |      0.000900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1730|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091847-001     |    7,000.000 |08/11/2023|Chip Thick Film Resistor,0.125W,49.9ohm,|272J|Reschedule out (08/14/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1740|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091848-001     |    1,800.000 |08/11/2023|Chip Thick Film Resistor,0.125W,4.7ohm,+|272J|Reschedule out (09/15/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1750|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091869-001     |   32,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,5.1ohm,|272J|Reschedule out (08/14/23)|                       |USD  |      0.000400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1760|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07091987-002     |    3,095.000 |08/11/2023|Alloy Resistor,0.25W,0.02ohm,+/-1%      |272J|Reschedule out (09/03/23)|                       |USD  |      0.019900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1770|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092098-001     |    2,600.000 |08/11/2023|Chip Thick Film Resistor,0.125W,330ohm,+|272J|Reschedule out (08/17/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1780|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092104-001     |    3,952.000 |08/11/2023|ChipThickFilmResistor,0.25W,0.1ohm,+"   |272J|Reschedule out (08/30/23)|                       |USD  |      0.009800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1790|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092113-001     |    3,227.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,210ohm,|272J|Reschedule out (08/16/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1800|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092115-001     |    1,788.000 |08/11/2023|ChipThickFilmResistor,0.0625W,909ohm"   |272J|Reschedule out (09/09/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0008K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1810|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092116-001     |    5,000.000 |08/11/2023|ChipThickFilmResistor,0.0625W,1820oh"   |272J|Reschedule out (08/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1820|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092120-001     |    4,000.000 |08/11/2023|ChipThickFilmResistor,0.0625W,91000o"   |272J|Reschedule out (09/01/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1830|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092336-001     |   10,000.000 |08/11/2023|Chip Thick Film Resistor,0.1W,300ohm,+/-|272J|Reschedule out (09/11/23)|                       |USD  |      0.000800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1840|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092343-001     |    1,000.000 |08/11/2023|Chip Thick Film Resistor,0.1W,1300ohm,+/|272J|Reschedule out (09/06/23)|                       |USD  |      0.000800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1850|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092359-001     |    5,000.000 |08/11/2023|Chip Thick Film Resistor,0.125W,200ohm,+|272J|Reschedule out (08/15/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1860|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092380-001     |  140,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,49.9ohm|272J|Reschedule out (08/15/23)|                       |USD  |      0.000300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1870|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092392-001     |    1,725.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,20ohm,+|272J|Reschedule out (09/01/23)|                       |USD  |      0.000300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1880|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092416-001     |    2,000.000 |08/11/2023|Chip Thick Film Resistor,0.25W,249ohm,+/|272J|Reschedule out (09/14/23)|                       |USD  |      0.002200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1890|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092423-001     |    5,000.000 |08/11/2023|ChipThickFilmResistor,0.25W,0ohm,les"   |272J|Reschedule out (08/18/23)|                       |USD  |      0.002100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1900|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092443-001     |    4,000.000 |08/11/2023|ChipThickFilmResistor,0.25W,6800ohm,"   |272J|Reschedule out (08/15/23)|                       |USD  |      0.002200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0045K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1910|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092482-002     |    5,301.000 |08/11/2023|ChipThickFilmResistor,1W,240ohm,+/-5"   |272J|Reschedule out (08/30/23)|                       |USD  |      0.028200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1920|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092523-001     |      458.000 |08/11/2023|ChipThickFilmResistor,1W,0.025ohm,+/"   |272J|Reschedule out (08/29/23)|                       |USD  |      0.018700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1930|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092571-001     |   20,000.000 |08/11/2023|Alloy Resistor,1W,0.02ohm,+/-1%,1206,Pow|272J|Reschedule out (08/27/23)|                       |USD  |      0.017500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1940|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092579-001     |    1,000.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,2490ohm|272J|Reschedule out (08/20/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1950|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092584-001     |    1,800.000 |08/11/2023|Chip Thick Film Resistor,0.0625W,140ohm,|272J|Reschedule out (09/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1960|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092651-001     |    6,000.000 |08/11/2023|ChipThickFilmResistor,0.5W,0.005ohm,"   |272J|Reschedule out (08/31/23)|                       |USD  |      0.019100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1970|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07092848-001     |      484.000 |08/11/2023|ChipThickFilmResistor,1W,1ohm,+/-10%"   |272J|Reschedule out (08/29/23)|                       |USD  |      0.133600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1980|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07093093         |    8,400.000 |08/11/2023|RF Thick Film Resistor,12W,50ohm,+/-5%,1|272J|Reschedule out (08/15/23)|                       |USD  |      0.166800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|1990|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07093097-001     |    6,000.000 |08/11/2023|Alloy Resistor,1W,0.005ohm,+/-1%        |272J|Reschedule out (08/17/23)|                       |USD  |      0.041000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2000|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |07110085-001     |    1,000.000 |08/11/2023|Chip Film Resistor,0.0625W,300ohm,+/-0.1|272J|Reschedule out (09/09/23)|                       |USD  |      0.014400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0017K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2010|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08010583-001     |    2,200.000 |08/11/2023|Non-Solid THT Aluminium Capacitor,63V,10|272J|Reschedule out (08/15/23)|                       |USD  |      0.344400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2020|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08010592-001     |      500.000 |08/11/2023|Non-SolidTHTAluminiumCapacitor,80V,6"   |272J|Reschedule out (08/19/23)|                       |USD  |      0.379300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2030|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070247-001     |    2,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/23/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2040|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070403-001     |   51,000.000 |08/11/2023|High Capacity MLCC(MORE=1uf),10V,1000nF,|272J|Reschedule out (08/15/23)|                       |USD  |      0.006300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2050|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070439-002     |    3,000.000 |08/11/2023|MiddleANDHigh Voltage MLCC(MORETHAN100V,|272J|Reschedule out (08/25/23)|                       |USD  |      0.009400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2060|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070449-002     |  200,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2070|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070450-001     |   90,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2080|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070451-001     |    6,000.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l"  |272J|Reschedule out (08/30/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2090|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070458-001     |    1,111.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l"  |272J|Reschedule out (08/28/23)|                       |USD  |      0.002000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0046K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2100|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070467-001     |      600.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (09/09/23)|                       |USD  |      0.001800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0059K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2110|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070472-001     |   44,000.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l   |272J|Reschedule out (08/17/23)|                       |USD  |      0.001600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2120|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070493-001     |    3,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/14/23)|                       |USD  |      0.002500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2130|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070501-002     |    9,600.000 |08/11/2023|High-Q RF MLCC,250V,0.01nF,+/-2%,NPO,060|272J|Reschedule out (08/31/23)|                       |USD  |      0.019100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2140|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070502-002     |   42,000.000 |08/11/2023|High-Q RF MLCC,250V,0.012nF,+/-2%,NPO,06|272J|Reschedule out (09/13/23)|                       |USD  |      0.019000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2150|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070530-002     |   50,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/27/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2160|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070531-001     |  100,000.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l"  |272J|Reschedule out (08/15/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2170|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070532-001     |    8,524.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l"  |272J|                         |                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2180|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070533-001     |    4,025.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS THAN=10|272J|Reschedule out (08/16/23)|                       |USD  |      0.001000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2190|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070543-001     |   11,668.000 |08/11/2023|LowVoltageANDCapacityMLCC(LESS=100V,L"  |272J|                         |                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2200|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070544-001     |  220,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(less=100V,le|272J|Reschedule out (08/15/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0047K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2210|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070545-001     |   30,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/25/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2220|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070547-001     |   20,000.000 |08/11/2023|Low Voltage&Capacity MLCC(<=100V,<1uf),5|272J|Reschedule out (08/28/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
